;VIDEO_ID;VIDEO_NAME;SENTENCE_ID;SENTENCE_NAME;START;END;SENTENCE;SPEAKER_ID;SENTENCE_LEN
6924;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_11;14fTPEpnW6s_11-8-rgb_front;59.11;63.43;We want to show the flare, if it's narrow at the bottom or flared at the bottom.;8;17
6925;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_12;14fTPEpnW6s_12-8-rgb_front;63.66;66.36;We also want to show any designs that are on the pant.;8;12
6926;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_13;14fTPEpnW6s_13-8-rgb_front;66.9;75.6;So in pose fifteen, you can show the sleeves and the pants particularly well with a very broad pose.;8;19
6927;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_2;14fTPEpnW6s_2-8-rgb_front;11.16;19.21;I'm going to point my left toe straight ahead with a straight leg and get my right leg positioned in a ninety degree angle.;8;24
6928;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_3;14fTPEpnW6s_3-8-rgb_front;19.55;26.46;The right heel is just to the back of the right, the left heel so that it creates this ninety degree angle.;8;22
6929;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_4;14fTPEpnW6s_4-8-rgb_front;26.75;29.09;The right toe is pointed straight out to the side.;8;10
6930;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_5;14fTPEpnW6s_5-8-rgb_front;29.73;31.65;In pose fourteen, we added one hand.;8;7
6931;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_6;14fTPEpnW6s_6-8-rgb_front;31.65;34.16;In pose fifteen, we're going to add two hands.;8;9
6932;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_7;14fTPEpnW6s_7-8-rgb_front;34.6;36.57;So bring both hands up to the hip.;8;8
6933;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_8;14fTPEpnW6s_8-8-rgb_front;37.01;43.93;Again, keep your focus into camera and notice that the body is totally broad to narrow by adding two elbows up.;8;21
6934;14fTPEpnW6s;14fTPEpnW6s-8-rgb_front;14fTPEpnW6s_9;14fTPEpnW6s_9-8-rgb_front;44.16;48.64;And I have a wide view of the clothing that I'm wearing, particularly pants.;8;14
6935;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_1;14fs-ot5KCc_1-8-rgb_front;9.11;15.36;After you've mastered your round-off, you're able to start moving on into more advanced tumbling.;8;15
6936;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_10;14fs-ot5KCc_10-8-rgb_front;62.17;69.17;So it's really important, your spotters are going to be behind you, we're going to end up going completely back and landing on the palms of our hands.;8;28
6937;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_11;14fs-ot5KCc_11-8-rgb_front;69.55;78.31;Make sure you can keep your arms straight and you want to do a little shrug at the shoulder and then you're going to pop out of it, similarly to how you would pop out of a handstand.;8;38
6938;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_12;14fs-ot5KCc_12-8-rgb_front;78.95;85.94;Now it's also important to learn, once you've mastered your back handspring, the second high level skill is going to be your tuck.;8;23
6939;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_13;14fs-ot5KCc_13-8-rgb_front;86.37;94.37;Now first you need to master your tuck jump, which is going to be this position here, knees high up on the chest.;8;23
6940;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_14;14fs-ot5KCc_14-8-rgb_front;94.85;101.84;And a tuck jump is basically going to be this form with both your knees hugged tightly to your chest in the air.;8;23
6941;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_15;14fs-ot5KCc_15-8-rgb_front;102.16;111.97;You can do a running tuck which is going to be attached to your round-off, or your handspring, or you can do a standing still tuck, which is going to be a different prep from our handspring.;8;37
6942;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_16;14fs-ot5KCc_16-8-rgb_front;112.45;114.07;We're going to start stationary.;8;5
6943;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_17;14fs-ot5KCc_17-8-rgb_front;114.07;118.42;We're going to get up on our toes to get some momentum, and we're going to go straight in.;8;19
6944;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_18;14fs-ot5KCc_18-8-rgb_front;118.65;121.66;It's really important to ride your jump up when you're doing a tuck.;8;13
6945;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_19;14fs-ot5KCc_19-8-rgb_front;121.73;126.61;You really need to pull yourself all the way to the tippy top before you go into the tuck position.;8;20
6946;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_2;14fs-ot5KCc_2-8-rgb_front;15.68;22.89;Now advanced tumbling is most easily done in combination from a round-off because you're going to get a lot of momentum.;8;21
6947;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_20;14fs-ot5KCc_20-8-rgb_front;126.61;130.46;You want to hold that position tightly until you spin all the way around.;8;14
6948;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_21;14fs-ot5KCc_21-8-rgb_front;130.84;136.7;Now a lot of us, when we're landing our tucks, you're going to be in this position down here on the floor a lot when you land your tucks.;8;29
6949;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_22;14fs-ot5KCc_22-8-rgb_front;136.97;142.95;That's ok, you're still learning, just get up out of if, and get a spot until you can make that full rotation.;8;22
6950;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_23;14fs-ot5KCc_23-8-rgb_front;143.46;146.32;Another tumble which is really advanced is called a layout.;8;10
6951;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_24;14fs-ot5KCc_24-8-rgb_front;146.32;151.57;A layout's going to be a flip that's similar to a tuck where your hands never make contact to the ground.;8;21
6952;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_25;14fs-ot5KCc_25-8-rgb_front;152.08;155.99;In the air your layout position is basically going to be this.;8;12
6953;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_26;14fs-ot5KCc_26-8-rgb_front;155.99;159.48;We're going to do a full rotation in a flat position like this.;8;13
6954;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_27;14fs-ot5KCc_27-8-rgb_front;160.11;165.02;After you've mastered your layout, you can start doing fulls which are the most fun tumbling.;8;16
6955;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_28;14fs-ot5KCc_28-8-rgb_front;165.05;171.57;A full is going to be a layout in this position with a full rotation in the air.;8;18
6956;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_29;14fs-ot5KCc_29-8-rgb_front;171.85;174.3;Those are the most difficult of tumbling passages.;8;8
6957;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_3;14fs-ot5KCc_3-8-rgb_front;23.65;27.48;Demonstrated right here are the steps that you're going to take in a back handspring.;8;15
6958;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_30;14fs-ot5KCc_30-8-rgb_front;174.3;177.43;A good way to master those is using trampolines.;8;9
6959;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_31;14fs-ot5KCc_31-8-rgb_front;177.79;182.02;You can use foam pits and also definitely use lots of mats.;8;12
6960;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_4;14fs-ot5KCc_4-8-rgb_front;27.89;30.25;I highly recommend starting out with spotters.;8;7
6961;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_5;14fs-ot5KCc_5-8-rgb_front;30.25;35.74;This is going to be the best way to learn the movements in slow motion, then you can go ahead and take it from there.;8;25
6962;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_6;14fs-ot5KCc_6-8-rgb_front;36.43;43.88;Now we can also do all of these tumbles which we're going to call standing format instead of running which is linked onto the round-off.;8;25
6963;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_7;14fs-ot5KCc_7-8-rgb_front;44.26;49.99;Now it's important when you're learning your back handspring to have tons of matted floors.;8;15
6964;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_8;14fs-ot5KCc_8-8-rgb_front;50.08;53.36;These are going to be provided by your facility when you're tumbling.;8;12
6965;14fs-ot5KCc;14fs-ot5KCc-8-rgb_front;14fs-ot5KCc_9;14fs-ot5KCc_9-8-rgb_front;53.8;61.88;Now the correct position to start off with a back hand spring, you're going to want to bend at the knees and rock back on your heels as you take off.;8;31
6966;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_0;14hq4hRjwLc_0-8-rgb_front;0.58;4.81;Hi, I'm Tim Gipson and I'm going to talk to you about how to measure windows.;8;16
6967;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_1;14hq4hRjwLc_1-8-rgb_front;5.34;10.42;Now, window size is based on the finished opening that we have around the windows.;8;15
6968;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_10;14hq4hRjwLc_10-8-rgb_front;69.16;74.87;So, from the top finished opening of the window to the sill gives me my height of the window.;8;19
6969;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_11;14hq4hRjwLc_11-8-rgb_front;75.51;82.71;So, in this case as I've measured I've got a thirty one by seventy inch window.;8;16
6970;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_12;14hq4hRjwLc_12-8-rgb_front;83.48;87.14;And how that's useful is draw a rectangle.;8;8
6971;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_13;14hq4hRjwLc_13-8-rgb_front;87.14;88.36;Put those dimensions down.;8;4
6972;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_14;14hq4hRjwLc_14-8-rgb_front;88.71;102.65;So, now if you're constructing a valance or you're putting curtains up or measuring for curtains, then you have your good measurements for you windows as far as how many panels you'll need or what size you'll need for blinds.;8;40
6973;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_15;14hq4hRjwLc_15-8-rgb_front;103.18;105.09;I'm Tim Gipson and that's how to measure a window.;8;10
6974;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_2;14hq4hRjwLc_2-8-rgb_front;10.76;19.42;So, in this case these windows have finished drywall and so the width would be from one finished side to the other.;8;22
6975;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_3;14hq4hRjwLc_3-8-rgb_front;20.05;28.95;So, to measure that, simply put my tape measure flush to one side and measure over to the other side and I get thirty one inches.;8;26
6976;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_4;14hq4hRjwLc_4-8-rgb_front;30.08;33.82;So, just by measuring flush side to flush side I get thirty one inches.;8;14
6977;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_5;14hq4hRjwLc_5-8-rgb_front;33.82;36.1;So, my window is thirty one inches high.;8;8
6978;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_6;14hq4hRjwLc_6-8-rgb_front;36.74;38.76;Now, the same thing on the height of the window.;8;10
6979;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_7;14hq4hRjwLc_7-8-rgb_front;38.76;49.09;Now, the height we can't see because it's up inside this valance, but there will be a top finished surface just like this drywall finish up inside.;8;27
6980;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_8;14hq4hRjwLc_8-8-rgb_front;50.77;65.96;So, I can insert my tape measure up to that width and then I what I want to do is I want to measure down to the sill down at the bottom.;8;32
6981;14hq4hRjwLc;14hq4hRjwLc-8-rgb_front;14hq4hRjwLc_9;14hq4hRjwLc_9-8-rgb_front;66.37;68.56;In this case I get seventy inches.;8;7
6982;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_0;14i542dF6Ps_0-8-rgb_front;0.87;6.57;Hi I'm Gretchen Rivas with Relax to the Max Massage Therapy and today we're going to be talking about how to give a massage.;8;24
6983;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_1;14i542dF6Ps_1-8-rgb_front;7.32;13.23;When you are working with someone and you want to give them a massage what you want to do is oil their back up first and I have already done that.;8;31
6984;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_2;14i542dF6Ps_2-8-rgb_front;14.31;15.52;We don't really need to add a whole lot.;8;9
6985;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_3;14i542dF6Ps_3-8-rgb_front;15.52;33.45;You don't want to put so much oil on someone when you are giving a massage that they're like sliding around in oil and grease so just enough to give you some nice glide is all you need and then just do some nice soothing strokes, choppy short strokes are not always the most comfortable or feel the best.;8;59
6986;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_4;14i542dF6Ps_4-8-rgb_front;33.99;57.42;You want to do long gliding strokes to make the person feel connected and then some nice other massage strokes that feel good are those that go against the muscle fiber called cross fiber friction and since most of the muscles in the back run this way what you would like to do is go across and the opposite way and that really feels good and helps loosen up the muscle fibers and release tension and stress in the person.;8;80
6987;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_5;14i542dF6Ps_5-8-rgb_front;57.42;75.58;You can work in the shoulder area through here, around the shoulder blades and come up through the neck and you can do this on any part of the body, this long stroking and soothing strokes down on the arms and also when you get to the leg area you can do that too.;8;54
6988;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_6;14i542dF6Ps_6-8-rgb_front;76.82;80.11;The main thing you want to be careful of is not to rub on the bone.;8;16
6989;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_7;14i542dF6Ps_7-8-rgb_front;80.11;102.1;You want to avoid the bony prominences on the body, work on the muscle tissues and ask for feedback from the person you are working on so that way if you are new to this and you are just playing around with a friend and just trying to give a massage and not professionally trained, have them give you feedback on how you are doing and if you are rubbing on anything that is painful.;8;75
6990;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_8;14i542dF6Ps_8-8-rgb_front;102.1;103.33;You want to be careful about that.;8;7
6991;14i542dF6Ps;14i542dF6Ps-8-rgb_front;14i542dF6Ps_9;14i542dF6Ps_9-8-rgb_front;104.56;111.79;Just go nice and slow and stroke through the areas that need it and that's how you give a massage.;8;20
6992;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_0;14klV5a4_Rg_0-8-rgb_front;0.54;7.25;Now, I've taken all four of my side walls and I've flipped them onto their backside so that the leaves are facing the bottom here.;8;25
6993;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_1;14klV5a4_Rg_1-8-rgb_front;7.69;11.88;And, they're all facing the same direction where the slits are all at the same side.;8;16
6994;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_10;14klV5a4_Rg_10-8-rgb_front;46.54;53.58;So, then you do it on the top edge and then also on the side edge of the same piece.;8;20
6995;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_11;14klV5a4_Rg_11-8-rgb_front;57.82;61.66;Get them really well scored and slipped.;8;7
6996;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_12;14klV5a4_Rg_12-8-rgb_front;64.22;67.7;The gooier they are the better they're going to stick together.;8;11
6997;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_13;14klV5a4_Rg_13-8-rgb_front;68.22;75.46;So, you're going to need to do that to all four pieces before you move on to putting it together.;8;20
6998;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_2;14klV5a4_Rg_2-8-rgb_front;12.58;17.22;So, now I'm going to moisten the top edge of one piece.;8;12
6999;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_3;14klV5a4_Rg_3-8-rgb_front;17.5;20.05;And, taking my scoring tool which has multiple needles.;8;9
7000;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_4;14klV5a4_Rg_4-8-rgb_front;20.31;23.53;You can use a regular needle tool, you're just going to have to do a lot more scratching.;8;18
7001;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_5;14klV5a4_Rg_5-8-rgb_front;23.53;25.51;So, it's really nice to have one of these.;8;9
7002;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_6;14klV5a4_Rg_6-8-rgb_front;26.54;33.09;Make some cuts and them take your slip again and just put a little layer of that on there.;8;19
7003;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_7;14klV5a4_Rg_7-8-rgb_front;33.63;35.27;It's going to act a little bit as a glue.;8;10
7004;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_8;14klV5a4_Rg_8-8-rgb_front;35.27;39.86;It's going to help bond these pieces together, because they are leather hard.;8;13
7005;14klV5a4_Rg;14klV5a4_Rg-8-rgb_front;14klV5a4_Rg_9;14klV5a4_Rg_9-8-rgb_front;40.66;45.94;So, they do need a little bit of extra moisture and that'll do that.;8;14
7006;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_0;14vF1lPQCgc_0-8-rgb_front;0.13;2.4;Okay, now we are going to add some scallops.;8;9
7007;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_1;14vF1lPQCgc_1-8-rgb_front;2.4;5.71;We are going to come back about halfway.;8;8
7008;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_10;14vF1lPQCgc_10-8-rgb_front;63.55;66.67;Okay, and then just pull it off of the pre-strung beads.;8;11
7009;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_11;14vF1lPQCgc_11-8-rgb_front;69.27;74.59;Okay, and now we will come to our next marked off point.;8;12
7010;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_12;14vF1lPQCgc_12-8-rgb_front;79.61;83.86;Okay, you want to go in and out like this.;8;10
7011;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_13;14vF1lPQCgc_13-8-rgb_front;86.35;92.37;Okay, and now you have got a little crisscrossed swag going on.;8;12
7012;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_14;14vF1lPQCgc_14-8-rgb_front;92.37;93.16;It is very pretty.;8;4
7013;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_15;14vF1lPQCgc_15-8-rgb_front;94.42;96.92;Okay, and we will do one more.;8;7
7014;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_16;14vF1lPQCgc_16-8-rgb_front;96.92;105.62;I am going to secure this pre-strung beads here and measure it off.;8;13
7015;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_17;14vF1lPQCgc_17-8-rgb_front;105.62;109.1;It has got just the right amount of beads on it.;8;11
7016;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_18;14vF1lPQCgc_18-8-rgb_front;109.1;116.16;And, slide your needle very slowly and you kind of watch the beads as the needle goes through.;8;18
7017;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_19;14vF1lPQCgc_19-8-rgb_front;116.16;119.65;You can see it enter each of the beads.;8;9
7018;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_2;14vF1lPQCgc_2-8-rgb_front;5.78;17.19;You can mark the halfway point between each of the scallops that you have with some pins.;8;17
7019;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_20;14vF1lPQCgc_20-8-rgb_front;119.65;127.85;If you see the needle come out at the side, then you want to pull back and redo it.;8;19
7020;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_21;14vF1lPQCgc_21-8-rgb_front;129.67;141.93;Let me cut the knot off of the pre-strung beads and pull that up and go to our next marked off section.;8;22
7021;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_22;14vF1lPQCgc_22-8-rgb_front;141.93;151.73;And, you will just continue that to the end and we will secure each scallop as we go.;8;18
7022;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_23;14vF1lPQCgc_23-8-rgb_front;153.42;160.27;Okay, now when you get to the point where your thread is about twice the length of your needle you want to stop.;8;23
7023;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_24;14vF1lPQCgc_24-8-rgb_front;160.62;168.34;Do not be tempted to continue to bead till you are too close to the needle, because you need room to make your knot.;8;24
7024;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_25;14vF1lPQCgc_25-8-rgb_front;168.76;172.22;So, to make the knot we want to just come up through the fabric a little bit.;8;17
7025;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_26;14vF1lPQCgc_26-8-rgb_front;172.22;173.83;Grab a little bit of fabric.;8;6
7026;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_27;14vF1lPQCgc_27-8-rgb_front;174.16;175.05;You make a loop.;8;4
7027;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_28;14vF1lPQCgc_28-8-rgb_front;175.81;182.1;You put your needle through the loop and hold the next loop while you pull down the first loop.;8;19
7028;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_29;14vF1lPQCgc_29-8-rgb_front;182.99;189.88;And then, put your needle again through the loop and pull that down and pull the whole thing taut.;8;19
7029;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_3;14vF1lPQCgc_3-8-rgb_front;19.3;20.95;And then, we are going to come back.;8;8
7030;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_30;14vF1lPQCgc_30-8-rgb_front;190.35;192.3;That should make a good secure knot.;8;7
7031;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_31;14vF1lPQCgc_31-8-rgb_front;192.3;195.63;And, you can cut off close to the knot.;8;9
7032;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_4;14vF1lPQCgc_4-8-rgb_front;20.95;29.86;So, you just slide your needle through along the seam and come out at your marked point.;8;17
7033;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_5;14vF1lPQCgc_5-8-rgb_front;32.64;39.93;And, again we will measure off with our paper the amount of beads that we want for our scallop.;8;19
7034;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_6;14vF1lPQCgc_6-8-rgb_front;42.13;42.69;Okay.;8;1
7035;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_7;14vF1lPQCgc_7-8-rgb_front;43.02;49.58;And, hold that taut and just slide the needle through the beads.;8;12
7036;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_8;14vF1lPQCgc_8-8-rgb_front;49.91;55.49;When you hold the string nice and taut the needle will go right through easily.;8;15
7037;14vF1lPQCgc;14vF1lPQCgc-8-rgb_front;14vF1lPQCgc_9;14vF1lPQCgc_9-8-rgb_front;58.02;59.23;Okay, you pull.;8;3
7038;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_0;14weIYQswlE_0-8-rgb_front;0.87;5.45;Hi, I'm Emily Larew continuing on with our intermediate hip hop combination.;8;12
7039;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_1;14weIYQswlE_1-8-rgb_front;5.52;10.23;We're on the third count of eight, counts one through four where we're going to hit the floor and then pop it.;8;22
7040;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_10;14weIYQswlE_10-8-rgb_front;34.94;37.68;We go, one, and two.;8;5
7041;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_11;14weIYQswlE_11-8-rgb_front;38.08;41.21;Make sure you straighten your knees, huge pop O.k?;8;9
7042;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_12;14weIYQswlE_12-8-rgb_front;41.56;48.45;and also if you can see I'm stepping, leaning towards my leg that I'm stepping on.;8;16
7043;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_13;14weIYQswlE_13-8-rgb_front;48.56;49.01;O.k?;8;1
7044;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_14;14weIYQswlE_14-8-rgb_front;49.39;50.57;So we did here on eight.;8;6
7045;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_15;14weIYQswlE_15-8-rgb_front;50.72;52.92;We will one, and two.;8;5
7046;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_16;14weIYQswlE_16-8-rgb_front;53.16;56.72;Now I want you to slap your legs as your arms come back.;8;13
7047;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_17;14weIYQswlE_17-8-rgb_front;56.85;60.89;You're going to release your upper back this time and come down on four.;8;14
7048;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_18;14weIYQswlE_18-8-rgb_front;61.27;61.76;O.k?;8;1
7049;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_19;14weIYQswlE_19-8-rgb_front;62.27;65.56;Make sure that as you slap the floor, your knees are bent.;8;12
7050;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_2;14weIYQswlE_2-8-rgb_front;10.84;11.27;Alright?;8;1
7051;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_20;14weIYQswlE_20-8-rgb_front;65.83;66.21;Alright?;8;1
7052;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_21;14weIYQswlE_21-8-rgb_front;66.62;68.0;So we have here on eight.;8;6
7053;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_22;14weIYQswlE_22-8-rgb_front;68.29;72.57;We go one and two, three, four.;8;7
7054;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_23;14weIYQswlE_23-8-rgb_front;73.35;73.51;Good!;8;1
7055;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_24;14weIYQswlE_24-8-rgb_front;73.65;74.6;Try a little faster.;8;4
7056;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_25;14weIYQswlE_25-8-rgb_front;74.6;75.4;Nice job!;8;2
7057;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_26;14weIYQswlE_26-8-rgb_front;75.4;77.51;Don't be shy with that slapping the floor, just get it.;8;11
7058;14weIYQswlE;14weIYQswlE-8-rgb_front;14weIYQswlE_27;14weIYQswlE_27-8-rgb_front;77.7;78.52;Ready?;8;1
